Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
99801,Innovate Industries,Email,Women 35-44,60 days,YouTube,0.07,10584.0,3.11,Houston,English,281,4262,1,Health & Wellness,2021-06-05
47097,Innovate Industries,Search,Men 18-24,15 days,YouTube,0.15,6545.0,6.83,Houston,Spanish,719,2641,7,Outdoor Adventurers,2021-01-12
183886,Innovate Industries,Search,Women 25-34,15 days,Google Ads,0.04,11784.0,2.73,Houston,French,978,4945,5,Outdoor Adventurers,2021-10-18
44781,DataTech Solutions,Influencer,Men 25-34,60 days,Website,0.09,8032.0,4.72,Miami,French,955,3077,8,Foodies,2021-09-08
37451,TechCorp,Search,Women 25-34,15 days,Website,0.13,5929.0,3.92,Chicago,Spanish,492,2882,6,Fashionistas,2021-08-09
93454,TechCorp,Influencer,Men 25-34,30 days,Google Ads,0.13,16118.0,4.78,Houston,Spanish,432,9933,7,Outdoor Adventurers,2021-01-14
166212,TechCorp,Social Media,All Ages,15 days,Google Ads,0.09,5223.0,2.71,Chicago,Spanish,700,8341,2,Tech Enthusiasts,2021-05-17
72705,NexGen Systems,Email,All Ages,60 days,Website,0.15,13716.0,5.07,Houston,German,577,5347,6,Fashionistas,2021-03-11
146675,DataTech Solutions,Influencer,Women 25-34,15 days,Website,0.12,19306.0,2.08,Chicago,French,935,8034,7,Foodies,2021-11-06
84069,TechCorp,Search,Women 25-34,15 days,Email,0.04,11160.0,7.63,New York,Spanish,471,9963,8,Outdoor Adventurers,2021-04-29
195025,Innovate Industries,Email,All Ages,15 days,Email,0.02,16240.0,7.24,Houston,French,873,6379,5,Fashionistas,2021-04-25
183565,TechCorp,Display,Men 18-24,60 days,Instagram,0.05,16044.0,5.55,Houston,English,846,7273,1,Outdoor Adventurers,2021-12-01
63223,Innovate Industries,Email,Men 18-24,30 days,Instagram,0.13,11788.0,6.11,Houston,Spanish,104,7518,5,Health & Wellness,2021-03-19
79741,Alpha Innovations,Email,Men 25-34,30 days,Google Ads,0.08,17157.0,5.15,Houston,English,773,8589,2,Health & Wellness,2021-06-20
15125,Innovate Industries,Email,Men 25-34,15 days,Google Ads,0.01,7959.0,4.3,Los Angeles,French,945,4576,4,Tech Enthusiasts,2021-06-09
185309,TechCorp,Display,All Ages,15 days,YouTube,0.06,10999.0,6.61,New York,English,755,2473,1,Fashionistas,2021-09-11
50875,TechCorp,Social Media,Men 25-34,60 days,Instagram,0.12,9698.0,7.47,Houston,Mandarin,147,7473,2,Health & Wellness,2021-05-20
123381,TechCorp,Influencer,Men 18-24,30 days,Instagram,0.1,17020.0,4.08,Miami,French,104,5206,8,Fashionistas,2021-01-11
83233,TechCorp,Search,Women 25-34,15 days,Google Ads,0.11,8508.0,2.06,Houston,Mandarin,710,9267,7,Fashionistas,2021-01-13
6173,Innovate Industries,Email,Men 18-24,60 days,YouTube,0.11,13485.0,3.7,New York,English,987,7984,4,Health & Wellness,2021-11-29
73010,NexGen Systems,Display,Women 35-44,15 days,Instagram,0.03,13197.0,4.13,Miami,Spanish,477,3340,8,Tech Enthusiasts,2021-01-10
198034,Alpha Innovations,Influencer,Men 25-34,60 days,Facebook,0.08,7463.0,7.16,New York,German,440,2822,10,Foodies,2021-07-23
154073,Alpha Innovations,Influencer,Women 35-44,30 days,Facebook,0.02,7473.0,4.08,Miami,German,270,2444,6,Fashionistas,2021-02-12
86372,Innovate Industries,Display,Women 35-44,60 days,Email,0.04,16883.0,5.71,Los Angeles,German,667,5092,2,Tech Enthusiasts,2021-08-20
77489,TechCorp,Display,All Ages,30 days,Instagram,0.1,17087.0,6.42,Chicago,French,249,9890,4,Outdoor Adventurers,2021-04-19
144993,Alpha Innovations,Email,Men 18-24,45 days,Facebook,0.11,15036.0,2.09,New York,Mandarin,722,7013,1,Fashionistas,2021-03-29
184827,TechCorp,Influencer,Men 18-24,60 days,Email,0.14,15440.0,2.41,Miami,Mandarin,387,7938,4,Tech Enthusiasts,2021-05-17
153426,NexGen Systems,Email,Women 25-34,15 days,Email,0.01,15426.0,7.33,Houston,Spanish,365,7817,3,Outdoor Adventurers,2021-05-06
71690,Innovate Industries,Search,All Ages,15 days,Website,0.12,15536.0,7.22,Miami,Mandarin,963,4537,1,Foodies,2021-05-30
79592,TechCorp,Influencer,All Ages,45 days,Instagram,0.09,5827.0,7.68,Houston,Mandarin,251,6533,3,Fashionistas,2021-01-22
169383,Innovate Industries,Social Media,Women 35-44,60 days,YouTube,0.09,14329.0,7.48,New York,Spanish,743,2823,4,Tech Enthusiasts,2021-01-23
190693,TechCorp,Display,Women 35-44,45 days,Email,0.06,12680.0,5.23,Chicago,German,101,9182,4,Fashionistas,2021-06-12
76393,NexGen Systems,Email,Women 25-34,15 days,YouTube,0.13,11414.0,2.98,Los Angeles,English,526,2862,1,Outdoor Adventurers,2021-04-18
89256,Alpha Innovations,Influencer,Men 18-24,45 days,Facebook,0.1,12315.0,4.85,Chicago,French,933,1665,10,Health & Wellness,2021-07-15
35764,Alpha Innovations,Display,All Ages,15 days,YouTube,0.09,17467.0,7.68,Chicago,German,125,2899,10,Outdoor Adventurers,2021-12-25
30887,Innovate Industries,Influencer,Women 35-44,60 days,YouTube,0.07,11370.0,2.69,Chicago,French,357,3312,10,Foodies,2021-08-15
166667,DataTech Solutions,Search,Men 18-24,15 days,Instagram,0.07,16646.0,4.65,Los Angeles,Spanish,210,3830,3,Outdoor Adventurers,2021-08-15
168090,Innovate Industries,Display,Men 18-24,15 days,YouTube,0.01,9931.0,2.76,New York,French,151,4861,7,Outdoor Adventurers,2021-07-09
86327,DataTech Solutions,Search,Women 35-44,15 days,Website,0.14,13418.0,4.96,Houston,Spanish,596,3613,9,Foodies,2021-07-06
175940,Innovate Industries,Email,All Ages,15 days,Instagram,0.11,12585.0,4.41,New York,German,822,6607,4,Outdoor Adventurers,2021-01-10
130285,Innovate Industries,Influencer,Women 25-34,30 days,Instagram,0.05,10691.0,2.58,New York,Mandarin,611,9328,3,Foodies,2021-12-11
144648,TechCorp,Email,Women 25-34,30 days,Google Ads,0.15,11586.0,3.32,Miami,German,500,7798,4,Outdoor Adventurers,2021-04-18
61491,TechCorp,Influencer,Men 25-34,30 days,Google Ads,0.07,11877.0,6.9,Chicago,French,566,7593,1,Fashionistas,2021-06-20
71717,Innovate Industries,Influencer,All Ages,45 days,Google Ads,0.05,5334.0,7.53,Miami,German,408,6416,2,Fashionistas,2021-06-26
82760,Alpha Innovations,Social Media,Women 35-44,60 days,Email,0.04,18341.0,7.14,Houston,French,346,1680,2,Outdoor Adventurers,2021-09-27
94533,NexGen Systems,Influencer,Men 25-34,15 days,Google Ads,0.06,9363.0,5.27,Chicago,English,208,7585,5,Outdoor Adventurers,2021-12-29
11651,Alpha Innovations,Search,Men 18-24,30 days,YouTube,0.06,5442.0,6.35,Los Angeles,German,324,2754,5,Foodies,2021-12-02
111102,DataTech Solutions,Influencer,Men 18-24,15 days,Instagram,0.09,13010.0,6.56,Houston,French,357,3203,9,Outdoor Adventurers,2021-05-22
46817,DataTech Solutions,Display,Men 18-24,15 days,Email,0.1,13673.0,5.23,Chicago,German,624,1631,1,Tech Enthusiasts,2021-04-07
26523,TechCorp,Influencer,Men 25-34,15 days,Website,0.06,18194.0,6.34,Chicago,Spanish,970,1941,4,Fashionistas,2021-08-31
132624,Innovate Industries,Email,Men 25-34,15 days,Instagram,0.06,15300.0,7.96,Houston,Spanish,653,7952,2,Tech Enthusiasts,2021-05-09
142812,NexGen Systems,Email,Men 25-34,15 days,Website,0.13,13048.0,4.66,Los Angeles,Mandarin,409,8519,3,Fashionistas,2021-04-07
75816,NexGen Systems,Email,Men 18-24,15 days,YouTube,0.08,12173.0,5.76,Chicago,German,901,9157,4,Tech Enthusiasts,2021-09-18
156962,Alpha Innovations,Social Media,Men 18-24,60 days,Website,0.02,6337.0,6.6,Chicago,Mandarin,621,2131,6,Outdoor Adventurers,2021-01-12
83742,NexGen Systems,Social Media,All Ages,60 days,Instagram,0.03,17660.0,4.75,Chicago,English,647,4800,10,Tech Enthusiasts,2021-06-06
152037,NexGen Systems,Display,Men 18-24,45 days,YouTube,0.13,13427.0,5.66,Miami,Mandarin,624,4034,1,Tech Enthusiasts,2021-07-16
52112,DataTech Solutions,Social Media,All Ages,45 days,Facebook,0.07,19968.0,3.1,Los Angeles,English,607,1600,1,Health & Wellness,2021-10-09
26804,DataTech Solutions,Influencer,Men 25-34,60 days,Instagram,0.08,19492.0,7.73,Houston,Spanish,871,8758,6,Foodies,2021-06-08
104975,DataTech Solutions,Display,Women 35-44,15 days,Website,0.07,17481.0,4.66,Los Angeles,Mandarin,377,2141,4,Tech Enthusiasts,2021-08-08
157784,Innovate Industries,Search,Women 35-44,30 days,Facebook,0.08,17388.0,3.93,Houston,English,534,8621,9,Outdoor Adventurers,2021-04-14
91850,Innovate Industries,Search,Women 35-44,60 days,Google Ads,0.07,14145.0,4.52,Houston,Spanish,498,5669,6,Health & Wellness,2021-08-23
134663,DataTech Solutions,Social Media,Men 18-24,15 days,Google Ads,0.06,5581.0,6.9,Miami,French,673,9619,4,Outdoor Adventurers,2021-12-09
181038,Innovate Industries,Influencer,Men 25-34,30 days,Google Ads,0.14,5825.0,7.39,New York,English,770,6574,9,Fashionistas,2021-12-29
178578,DataTech Solutions,Search,Men 18-24,30 days,YouTube,0.05,11521.0,2.07,New York,English,325,5269,4,Health & Wellness,2021-04-03
65244,DataTech Solutions,Email,Men 18-24,30 days,Facebook,0.06,11802.0,2.2,Chicago,French,507,3350,7,Foodies,2021-10-01
133337,TechCorp,Social Media,Women 35-44,45 days,Instagram,0.06,7789.0,3.16,Houston,Mandarin,644,2117,5,Fashionistas,2021-04-22
170118,Alpha Innovations,Search,Women 25-34,30 days,Website,0.11,18516.0,7.27,Miami,French,823,3793,3,Tech Enthusiasts,2021-01-28
105795,NexGen Systems,Influencer,Women 25-34,45 days,YouTube,0.07,15646.0,4.82,Chicago,German,317,1853,7,Tech Enthusiasts,2021-11-06
194955,DataTech Solutions,Display,All Ages,45 days,Facebook,0.04,6874.0,2.38,Chicago,English,648,4097,9,Foodies,2021-02-14
100811,Innovate Industries,Display,All Ages,60 days,Google Ads,0.08,5758.0,5.73,New York,English,779,3428,7,Foodies,2021-03-12
166282,Innovate Industries,Display,Men 18-24,45 days,Website,0.02,10865.0,7.37,New York,French,877,4692,9,Foodies,2021-07-26
89895,NexGen Systems,Search,Women 35-44,30 days,Website,0.09,5848.0,4.22,New York,English,606,9713,10,Tech Enthusiasts,2021-04-15
191750,DataTech Solutions,Influencer,Women 25-34,30 days,YouTube,0.09,13347.0,5.02,Chicago,Mandarin,609,4860,3,Health & Wellness,2021-05-05
176952,NexGen Systems,Email,Women 35-44,45 days,Instagram,0.13,5681.0,5.09,Miami,English,918,2829,9,Fashionistas,2021-10-19
72235,DataTech Solutions,Email,Men 18-24,30 days,Instagram,0.04,17595.0,2.2,Los Angeles,Mandarin,276,7988,5,Tech Enthusiasts,2021-11-26
118864,DataTech Solutions,Search,All Ages,15 days,Email,0.12,14933.0,7.36,Miami,French,133,5845,8,Foodies,2021-08-27
23771,DataTech Solutions,Influencer,Men 25-34,45 days,Email,0.08,19912.0,5.99,Los Angeles,English,201,1816,7,Health & Wellness,2021-02-15
176841,Innovate Industries,Influencer,Women 35-44,30 days,YouTube,0.01,12497.0,3.95,New York,Mandarin,631,6174,8,Foodies,2021-06-30
86334,Alpha Innovations,Email,Men 18-24,60 days,Facebook,0.11,6780.0,3.76,Houston,French,393,7156,6,Health & Wellness,2021-07-13
19605,Innovate Industries,Influencer,Men 18-24,60 days,Website,0.14,6034.0,4.04,Los Angeles,Spanish,318,4017,2,Outdoor Adventurers,2021-09-17
15609,Innovate Industries,Influencer,Women 25-34,15 days,Email,0.08,19877.0,7.65,Miami,English,895,5231,5,Fashionistas,2021-10-06
185211,TechCorp,Social Media,Men 25-34,30 days,YouTube,0.15,15195.0,2.74,New York,French,299,6169,1,Health & Wellness,2021-06-05
13506,Alpha Innovations,Social Media,Women 35-44,15 days,Instagram,0.08,12634.0,6.89,Houston,French,926,7510,7,Outdoor Adventurers,2021-01-01
177796,Innovate Industries,Email,Women 25-34,60 days,YouTube,0.02,10175.0,7.01,Los Angeles,Mandarin,142,5058,8,Foodies,2021-02-10
190207,NexGen Systems,Social Media,Women 25-34,15 days,Google Ads,0.04,19399.0,5.71,Miami,English,848,8700,8,Health & Wellness,2021-02-11
81282,NexGen Systems,Email,Women 25-34,15 days,YouTube,0.14,5828.0,2.66,Houston,French,855,1935,1,Outdoor Adventurers,2021-09-09
175206,TechCorp,Social Media,Women 25-34,45 days,Facebook,0.13,16035.0,7.79,Miami,French,831,1899,10,Health & Wellness,2021-01-06
99392,Alpha Innovations,Social Media,Women 35-44,30 days,Facebook,0.13,11332.0,2.06,Houston,Mandarin,806,2753,7,Tech Enthusiasts,2021-04-22
85972,NexGen Systems,Influencer,Men 25-34,15 days,Google Ads,0.07,11824.0,6.05,Houston,Spanish,498,4031,3,Outdoor Adventurers,2021-07-16
82048,TechCorp,Social Media,Women 35-44,45 days,Facebook,0.07,17575.0,5.51,Houston,French,482,2479,1,Outdoor Adventurers,2021-10-15
63117,Alpha Innovations,Display,Men 25-34,30 days,YouTube,0.12,6228.0,3.29,Houston,Spanish,658,2604,3,Fashionistas,2021-12-03
184416,NexGen Systems,Social Media,Men 18-24,60 days,YouTube,0.01,9675.0,5.64,Miami,German,360,5677,2,Tech Enthusiasts,2021-04-01
8267,NexGen Systems,Email,Women 25-34,30 days,Website,0.05,14256.0,6.2,New York,French,217,5097,8,Outdoor Adventurers,2021-08-25
165843,TechCorp,Email,Women 25-34,15 days,Website,0.08,9780.0,6.57,New York,English,160,6197,8,Foodies,2021-05-13
181843,NexGen Systems,Social Media,Women 35-44,45 days,YouTube,0.06,13800.0,3.48,Chicago,Mandarin,320,1403,10,Foodies,2021-03-14
144311,TechCorp,Search,Men 18-24,15 days,Facebook,0.02,11037.0,2.33,Chicago,English,832,9684,6,Health & Wellness,2021-05-16
104425,TechCorp,Influencer,Men 25-34,15 days,Facebook,0.14,8442.0,2.59,Houston,French,923,3547,1,Fashionistas,2021-02-04
133460,Innovate Industries,Search,Women 35-44,45 days,Instagram,0.02,16690.0,4.34,New York,Mandarin,451,1766,2,Fashionistas,2021-08-23
1431,TechCorp,Social Media,Men 25-34,15 days,Email,0.1,17078.0,4.26,Chicago,French,156,5376,8,Foodies,2021-12-02
141714,DataTech Solutions,Influencer,Men 18-24,45 days,Instagram,0.02,5955.0,3.36,Chicago,German,983,4723,5,Foodies,2021-04-04
168486,DataTech Solutions,Search,Men 25-34,15 days,Facebook,0.06,15416.0,7.91,Chicago,German,649,3748,9,Fashionistas,2021-08-09
108274,Alpha Innovations,Social Media,Men 18-24,30 days,Instagram,0.09,15510.0,6.54,Chicago,French,738,2017,8,Outdoor Adventurers,2021-08-22
153110,Innovate Industries,Search,Men 25-34,30 days,YouTube,0.02,13288.0,7.01,Miami,Mandarin,347,7066,8,Outdoor Adventurers,2021-06-24
41110,TechCorp,Email,Women 25-34,60 days,Email,0.14,7284.0,3.08,Miami,Mandarin,853,8408,7,Fashionistas,2021-08-18
28487,Alpha Innovations,Display,Women 25-34,30 days,Instagram,0.01,19250.0,7.6,New York,English,852,2233,5,Fashionistas,2021-01-17
188514,NexGen Systems,Display,Men 25-34,60 days,YouTube,0.15,8697.0,7.67,Chicago,German,291,8621,5,Foodies,2021-06-23
180567,TechCorp,Display,Men 25-34,30 days,YouTube,0.04,10976.0,7.4,Miami,Mandarin,354,4047,1,Fashionistas,2021-09-14
111326,TechCorp,Influencer,Women 35-44,60 days,YouTube,0.14,5553.0,2.01,New York,Spanish,214,5847,2,Foodies,2021-01-01
91437,Innovate Industries,Social Media,Men 25-34,60 days,YouTube,0.12,12487.0,4.8,Chicago,Spanish,979,3215,2,Fashionistas,2021-07-06
48235,NexGen Systems,Display,Women 25-34,30 days,Facebook,0.1,7157.0,2.07,New York,Mandarin,203,3435,10,Health & Wellness,2021-02-24
51175,Innovate Industries,Email,Men 25-34,30 days,Facebook,0.15,14064.0,6.99,Miami,French,882,3511,8,Foodies,2021-03-16
95408,Alpha Innovations,Influencer,Men 25-34,15 days,Website,0.03,6267.0,4.49,Houston,German,497,4632,2,Fashionistas,2021-05-23
52054,Innovate Industries,Social Media,Women 25-34,15 days,Instagram,0.12,12401.0,2.99,New York,Mandarin,839,1182,7,Health & Wellness,2021-08-12
47544,Innovate Industries,Search,Women 25-34,60 days,Email,0.02,14755.0,4.97,Los Angeles,Spanish,311,3976,5,Tech Enthusiasts,2021-04-04
127452,Innovate Industries,Search,Men 18-24,30 days,Email,0.13,8257.0,2.89,Houston,English,705,8433,4,Tech Enthusiasts,2021-03-08
20904,NexGen Systems,Influencer,All Ages,15 days,Website,0.04,7986.0,2.62,New York,English,661,1999,7,Health & Wellness,2021-04-09
90621,DataTech Solutions,Email,Men 18-24,30 days,YouTube,0.04,9191.0,5.16,Miami,German,409,5472,3,Tech Enthusiasts,2021-04-11
5459,NexGen Systems,Social Media,Women 25-34,30 days,Facebook,0.05,16241.0,4.45,Houston,Mandarin,986,6666,8,Health & Wellness,2021-12-15
14652,NexGen Systems,Search,Men 25-34,30 days,Email,0.15,18826.0,6.99,Miami,Spanish,280,6418,8,Outdoor Adventurers,2021-02-21
75006,Innovate Industries,Email,All Ages,60 days,Facebook,0.03,14832.0,5.55,New York,German,849,9062,2,Tech Enthusiasts,2021-06-30
100372,TechCorp,Influencer,Women 35-44,60 days,Facebook,0.07,6124.0,3.15,Los Angeles,Mandarin,691,1008,2,Health & Wellness,2021-12-28
43512,Alpha Innovations,Email,Men 25-34,30 days,Instagram,0.07,12513.0,7.83,Miami,French,306,9333,7,Foodies,2021-03-18
32739,Innovate Industries,Influencer,Men 18-24,15 days,Facebook,0.05,6210.0,2.48,New York,French,733,9253,5,Foodies,2021-09-11
191629,NexGen Systems,Display,All Ages,15 days,Instagram,0.15,14092.0,4.91,Los Angeles,French,513,7847,8,Foodies,2021-01-04
73429,DataTech Solutions,Email,Men 25-34,45 days,Google Ads,0.01,15226.0,3.3,Los Angeles,Spanish,529,3206,9,Foodies,2021-03-05
98015,Alpha Innovations,Email,Men 25-34,15 days,Instagram,0.14,7408.0,6.27,New York,German,599,2617,2,Fashionistas,2021-07-14
1335,TechCorp,Influencer,Women 25-34,30 days,Website,0.12,14893.0,2.31,Miami,French,811,5812,7,Tech Enthusiasts,2021-08-28
55344,NexGen Systems,Display,Men 25-34,15 days,Instagram,0.1,8799.0,5.31,Chicago,Spanish,365,2008,4,Foodies,2021-08-17
6701,Alpha Innovations,Influencer,Women 25-34,45 days,Facebook,0.04,10471.0,3.33,Houston,German,576,4047,5,Foodies,2021-05-11
82782,Innovate Industries,Search,Women 35-44,30 days,Google Ads,0.06,18455.0,2.93,New York,Mandarin,931,3549,2,Health & Wellness,2021-10-19
82907,Alpha Innovations,Social Media,All Ages,60 days,Google Ads,0.03,14883.0,6.1,Chicago,German,878,2439,1,Fashionistas,2021-02-21
112993,DataTech Solutions,Search,Women 35-44,60 days,Instagram,0.14,16224.0,6.63,New York,Spanish,635,9767,3,Foodies,2021-07-27
107584,NexGen Systems,Search,Men 25-34,30 days,Instagram,0.15,17424.0,7.7,New York,Spanish,716,3906,1,Health & Wellness,2021-10-01
107975,TechCorp,Influencer,All Ages,60 days,Website,0.13,17914.0,2.51,New York,French,489,1894,1,Tech Enthusiasts,2021-10-27
39742,Alpha Innovations,Influencer,Women 35-44,15 days,YouTube,0.12,10055.0,3.73,Chicago,Mandarin,132,5188,3,Health & Wellness,2021-11-18
52020,TechCorp,Search,All Ages,60 days,YouTube,0.04,17772.0,2.57,Chicago,English,360,9623,5,Foodies,2021-07-09
143127,DataTech Solutions,Social Media,Men 18-24,60 days,Website,0.07,7942.0,6.28,Chicago,Spanish,824,8918,9,Fashionistas,2021-02-16
114545,DataTech Solutions,Influencer,All Ages,30 days,Instagram,0.05,17126.0,7.69,Chicago,Mandarin,778,6819,9,Fashionistas,2021-10-27
174606,NexGen Systems,Email,All Ages,30 days,Website,0.1,10587.0,7.12,New York,French,880,9956,6,Foodies,2021-05-16
5072,NexGen Systems,Influencer,Men 18-24,45 days,YouTube,0.05,12294.0,6.91,Chicago,English,252,2879,6,Health & Wellness,2021-11-23
90717,TechCorp,Display,Men 18-24,30 days,Website,0.02,11115.0,3.81,Los Angeles,German,901,8024,2,Tech Enthusiasts,2021-07-16
102814,DataTech Solutions,Search,Women 35-44,30 days,Instagram,0.05,12582.0,2.64,Los Angeles,German,401,4238,6,Outdoor Adventurers,2021-09-06
159900,Innovate Industries,Display,Men 18-24,60 days,Facebook,0.07,5758.0,5.52,Los Angeles,English,748,3338,4,Tech Enthusiasts,2021-01-30
67738,NexGen Systems,Social Media,Women 35-44,15 days,Google Ads,0.1,15589.0,3.5,New York,Spanish,789,1714,9,Fashionistas,2021-08-01
82508,Innovate Industries,Influencer,Women 25-34,60 days,YouTube,0.13,13468.0,5.39,New York,Mandarin,492,1638,8,Outdoor Adventurers,2021-01-18
71552,DataTech Solutions,Influencer,All Ages,60 days,Website,0.14,13793.0,2.07,New York,German,225,2685,10,Health & Wellness,2021-01-12
77292,DataTech Solutions,Social Media,All Ages,30 days,Facebook,0.07,7293.0,4.6,New York,Mandarin,281,1450,4,Outdoor Adventurers,2021-10-04
162410,TechCorp,Display,Women 35-44,30 days,Email,0.1,19931.0,5.01,Houston,Spanish,930,8343,7,Tech Enthusiasts,2021-12-16
26564,Innovate Industries,Social Media,Men 18-24,15 days,Facebook,0.09,8432.0,7.85,Houston,German,931,6845,3,Tech Enthusiasts,2021-10-11
64162,TechCorp,Email,All Ages,30 days,YouTube,0.12,8766.0,7.64,Houston,Spanish,361,8910,1,Foodies,2021-10-14
29058,DataTech Solutions,Influencer,Men 25-34,60 days,Google Ads,0.04,13197.0,2.34,Miami,French,512,2376,5,Health & Wellness,2021-08-11
12830,Alpha Innovations,Social Media,Men 25-34,45 days,Email,0.02,8790.0,6.93,Miami,Spanish,689,7064,5,Health & Wellness,2021-02-24
43712,Alpha Innovations,Search,All Ages,15 days,Google Ads,0.04,7614.0,7.74,Miami,Mandarin,608,8950,9,Foodies,2021-10-04
80401,TechCorp,Email,Women 35-44,15 days,YouTube,0.11,5031.0,5.7,Miami,French,890,4462,7,Health & Wellness,2021-04-11
47467,TechCorp,Influencer,Men 18-24,45 days,Email,0.13,11822.0,4.3,Los Angeles,German,360,8005,6,Outdoor Adventurers,2021-01-17
142640,Innovate Industries,Social Media,Women 25-34,45 days,YouTube,0.11,5629.0,3.64,Los Angeles,French,227,4552,1,Tech Enthusiasts,2021-10-17
130636,NexGen Systems,Email,Women 25-34,60 days,Google Ads,0.13,7951.0,3.34,Chicago,Mandarin,961,3421,4,Outdoor Adventurers,2021-11-27
194839,DataTech Solutions,Influencer,All Ages,30 days,Google Ads,0.09,7891.0,4.18,Houston,German,627,3969,5,Foodies,2021-10-21
80337,Innovate Industries,Display,All Ages,60 days,Facebook,0.05,7924.0,7.85,New York,German,851,9577,2,Foodies,2021-02-06
35795,NexGen Systems,Search,Women 35-44,15 days,Instagram,0.09,5665.0,5.46,Chicago,Mandarin,329,2722,7,Health & Wellness,2021-01-25
104787,TechCorp,Social Media,Women 35-44,15 days,YouTube,0.14,7408.0,2.03,Chicago,Spanish,907,9437,10,Tech Enthusiasts,2021-02-01
18794,DataTech Solutions,Email,All Ages,30 days,YouTube,0.06,17061.0,4.1,New York,Mandarin,282,8148,4,Tech Enthusiasts,2021-06-28
88050,TechCorp,Social Media,Women 25-34,15 days,Email,0.09,19732.0,4.14,Houston,German,220,3827,3,Tech Enthusiasts,2021-03-26
178462,Alpha Innovations,Email,Women 35-44,45 days,Email,0.1,14615.0,2.14,Los Angeles,German,819,2566,4,Fashionistas,2021-12-08
131541,Innovate Industries,Email,Women 35-44,15 days,Google Ads,0.02,15932.0,6.27,Los Angeles,German,510,6798,3,Tech Enthusiasts,2021-05-21
60036,TechCorp,Search,Men 18-24,60 days,Instagram,0.15,7174.0,2.66,New York,English,474,9233,9,Outdoor Adventurers,2021-06-25
91620,NexGen Systems,Email,Men 25-34,15 days,Instagram,0.04,11115.0,7.15,Los Angeles,French,722,1698,2,Fashionistas,2021-01-05
85813,TechCorp,Email,All Ages,45 days,Email,0.03,16204.0,6.92,Los Angeles,German,956,9999,2,Tech Enthusiasts,2021-02-07
165916,DataTech Solutions,Display,Men 18-24,60 days,Website,0.1,17265.0,3.97,Houston,German,675,3512,1,Foodies,2021-07-25
89997,NexGen Systems,Display,Women 25-34,30 days,Email,0.11,17801.0,3.73,Houston,Spanish,291,3677,6,Outdoor Adventurers,2021-07-26
71092,NexGen Systems,Search,All Ages,30 days,Website,0.13,10147.0,2.71,Houston,Spanish,770,5654,1,Tech Enthusiasts,2021-10-09
84345,Alpha Innovations,Search,Women 35-44,45 days,Facebook,0.08,19588.0,7.85,Chicago,Mandarin,151,7926,2,Foodies,2021-01-30
115615,NexGen Systems,Social Media,Men 18-24,30 days,Google Ads,0.06,14980.0,3.03,Miami,Mandarin,545,6611,1,Health & Wellness,2021-10-02
71604,NexGen Systems,Social Media,Men 25-34,45 days,Instagram,0.11,6355.0,4.9,Chicago,German,935,5203,8,Fashionistas,2021-03-05
108367,NexGen Systems,Social Media,Women 25-34,60 days,Website,0.05,13407.0,4.27,Houston,French,574,4731,4,Foodies,2021-11-23
199749,TechCorp,Email,Women 35-44,30 days,Instagram,0.15,17468.0,3.33,New York,German,752,9847,2,Tech Enthusiasts,2021-04-04
50393,DataTech Solutions,Email,All Ages,60 days,YouTube,0.12,11010.0,6.37,Houston,German,685,9084,8,Health & Wellness,2021-01-23
39201,NexGen Systems,Email,Men 25-34,15 days,Google Ads,0.02,5340.0,3.65,New York,French,535,6538,2,Fashionistas,2021-05-26
77688,Innovate Industries,Search,Women 25-34,15 days,Instagram,0.02,14071.0,6.02,Chicago,Spanish,653,4546,6,Tech Enthusiasts,2021-11-04
3290,Alpha Innovations,Search,Men 18-24,60 days,Email,0.12,11906.0,3.2,Miami,English,836,4004,6,Outdoor Adventurers,2021-01-05
135925,Innovate Industries,Email,Women 35-44,15 days,Instagram,0.05,8205.0,6.81,New York,Mandarin,885,4678,9,Outdoor Adventurers,2021-05-25
146393,DataTech Solutions,Search,Men 18-24,60 days,YouTube,0.08,15858.0,7.16,Houston,French,510,8459,5,Outdoor Adventurers,2021-01-28
191010,NexGen Systems,Display,Women 25-34,15 days,Facebook,0.11,12492.0,5.04,Miami,French,539,5524,1,Tech Enthusiasts,2021-04-25
97812,TechCorp,Social Media,Women 25-34,45 days,Google Ads,0.02,6795.0,6.41,Los Angeles,Spanish,462,1511,3,Foodies,2021-12-23
77641,TechCorp,Search,Women 25-34,30 days,Facebook,0.12,18048.0,6.28,Houston,Mandarin,411,4383,2,Fashionistas,2021-09-18
160232,DataTech Solutions,Display,Women 35-44,15 days,Email,0.06,10606.0,3.93,Los Angeles,French,823,1039,2,Fashionistas,2021-12-28
153275,NexGen Systems,Search,Women 35-44,60 days,Facebook,0.06,5690.0,7.03,New York,Mandarin,835,2004,8,Outdoor Adventurers,2021-12-06
138412,NexGen Systems,Search,Women 35-44,15 days,Instagram,0.13,10876.0,2.04,New York,German,635,1556,10,Health & Wellness,2021-03-18
99456,TechCorp,Display,Women 35-44,30 days,Email,0.11,5073.0,5.07,New York,French,772,7278,1,Health & Wellness,2021-06-25
67172,TechCorp,Social Media,Women 35-44,60 days,Facebook,0.13,7588.0,3.53,Miami,English,264,1071,8,Fashionistas,2021-01-12
